date,city,ev_sales,ev_market_share,avg_ev_price,avg_ice_price,gasoline_price,electricity_price,public_charging_points,fast_charging_points,ev_subsidy_amount,purchase_subsidy_active,gdp_per_capita,unemployment_rate,avg_ev_range_km,season,ev_sales_last_month,ev_sales_last_year_same_month
2016-12-01,Khon Kaen,666,0.0658,48302.57,24904.29,3.96,0.13,50,5,2543.02,1,29911.91,4.7,282,Q4,627,132
2017-01-01,Khon Kaen,903,0.0815,50596.05,24430.19,4.0,0.13,55,7,2546.9,1,30520.09,4.36,270,Q1,666,439
2017-02-01,Khon Kaen,935,0.0918,48694.97,24768.17,3.99,0.14,63,10,2389.87,1,29972.18,4.82,277,Q1,903,457
2017-03-01,Khon Kaen,1002,0.0904,49094.12,24433.58,4.07,0.14,63,5,2260.91,1,29980.82,4.2,258,Q1,935,245
2017-04-01,Khon Kaen,1046,0.1098,48693.98,25214.82,4.12,0.14,65,11,2609.65,1,30234.73,4.66,292,Q2,1002,645
2017-05-01,Khon Kaen,1459,0.0993,49491.58,25219.73,4.09,0.14,69,11,2497.8,1,29562.03,4.43,258,Q2,1046,592
2017-06-01,Khon Kaen,1352,0.1218,49417.94,24974.78,4.13,0.14,69,12,2479.22,1,30004.6,4.47,283,Q2,1459,568
2017-07-01,Khon Kaen,1243,0.1078,49147.56,25084.42,4.2,0.14,86,7,2434.42,1,29673.31,4.38,282,Q3,1352,434
2017-08-01,Khon Kaen,1848,0.1358,49267.69,25600.21,4.28,0.14,94,8,2643.44,1,30887.73,4.48,280,Q3,1243,630
2017-09-01,Khon Kaen,1225,0.1307,48847.11,24662.41,4.36,0.14,97,10,2546.97,1,30258.56,4.59,272,Q3,1848,824
2017-10-01,Khon Kaen,1628,0.1401,49770.37,25227.5,4.41,0.14,110,10,2338.95,1,30273.22,4.38,298,Q4,1225,782
2017-11-01,Khon Kaen,1539,0.1421,49409.68,25587.01,4.41,0.14,117,14,2451.23,1,29997.04,4.34,283,Q4,1628,627
2017-12-01,Khon Kaen,1794,0.1576,49458.44,24986.38,4.43,0.14,123,20,2262.67,1,30322.53,4.49,285,Q4,1539,666
2018-01-01,Khon Kaen,1697,0.1695,49368.21,25400.16,4.44,0.14,129,22,2619.71,1,29983.74,4.38,288,Q1,1794,903
2018-02-01,Khon Kaen,1903,0.1909,48197.61,25128.4,4.44,0.14,137,17,2540.95,1,29743.63,4.37,281,Q1,1697,935
2018-03-01,Khon Kaen,2348,0.2075,48974.69,24865.16,4.42,0.14,142,14,2705.29,1,30095.61,4.06,290,Q1,1903,1002
2018-04-01,Khon Kaen,2366,0.1892,49138.25,24861.26,4.4,0.15,160,28,2444.66,1,30488.73,4.21,296,Q2,2348,1046
2018-05-01,Khon Kaen,2373,0.2204,48704.36,24546.03,4.41,0.15,168,26,2412.11,1,30349.24,4.37,282,Q2,2366,1459
2018-06-01,Khon Kaen,2824,0.2573,49589.88,25134.08,4.47,0.15,183,20,2554.06,1,30634.44,4.36,280,Q2,2373,1352
2018-07-01,Khon Kaen,2679,0.2334,48956.73,25037.54,4.46,0.15,189,31,2566.56,1,30370.46,4.38,300,Q3,2824,1243
2018-08-01,Khon Kaen,2901,0.2748,48490.28,25771.22,4.49,0.16,206,29,2484.7,1,30288.99,4.4,291,Q3,2679,1848
2018-09-01,Khon Kaen,3111,0.2709,48120.61,25355.81,4.53,0.16,219,23,2270.94,1,30419.96,4.14,283,Q3,2901,1225
2018-10-01,Khon Kaen,2823,0.267,48500.46,25250.87,4.56,0.16,241,37,2663.82,1,30435.91,4.05,293,Q4,3111,1628
2018-11-01,Khon Kaen,3740,0.3236,49199.46,24992.06,4.6,0.15,245,33,2601.58,1,30305.7,4.27,299,Q4,2823,1539
2018-12-01,Khon Kaen,3897,0.3235,48562.86,25297.0,4.57,0.15,276,30,2698.41,1,30608.11,4.23,295,Q4,3740,1794
2019-01-01,Khon Kaen,3753,0.3277,48643.67,25377.37,4.6,0.16,292,26,2274.93,1,30584.12,4.35,284,Q1,3897,1697
2019-02-01,Khon Kaen,4022,0.3243,48446.79,25068.45,4.66,0.15,303,41,2662.63,1,30780.51,4.21,291,Q1,3753,1903
2019-03-01,Khon Kaen,3802,0.3547,47876.55,24963.37,4.68,0.16,328,59,2349.17,1,30453.82,4.12,289,Q1,4022,2348
2019-04-01,Khon Kaen,4260,0.3596,48572.26,24904.07,4.69,0.16,346,33,2244.71,1,30607.58,4.1,306,Q2,3802,2366
2019-05-01,Khon Kaen,3610,0.358,48717.01,25314.13,4.72,0.16,364,59,2375.63,1,30323.84,4.08,278,Q2,4260,2373
2019-06-01,Khon Kaen,4008,0.3908,48695.89,25061.67,4.73,0.16,370,59,2426.67,1,31311.23,3.93,285,Q2,3610,2824
2019-07-01,Khon Kaen,4155,0.4065,49019.84,25906.6,4.68,0.16,392,39,2598.95,1,30541.88,4.2,294,Q3,4008,2679
2019-08-01,Khon Kaen,4477,0.4117,48109.93,24814.03,4.71,0.16,409,51,2395.09,1,30941.62,4.1,297,Q3,4155,2901
2019-09-01,Khon Kaen,4376,0.4417,48966.53,24572.17,4.74,0.16,433,60,2500.6,1,31100.14,4.1,291,Q3,4477,3111
2019-10-01,Khon Kaen,5016,0.4425,48433.14,25318.54,4.74,0.16,454,46,2442.63,1,30358.89,3.96,288,Q4,4376,2823
2019-11-01,Khon Kaen,5030,0.4473,48504.46,25091.72,4.78,0.16,481,77,2281.5,1,30854.48,3.84,305,Q4,5016,3740
2019-12-01,Khon Kaen,5059,0.4751,48262.27,24938.22,4.77,0.16,498,85,2297.53,1,31540.69,4.06,288,Q4,5030,3897
2020-01-01,Khon Kaen,5350,0.4846,47945.94,25442.81,4.83,0.16,527,65,2203.12,1,30958.85,4.0,313,Q1,5059,3753
2020-02-01,Khon Kaen,5789,0.4892,48888.12,25178.29,4.84,0.16,556,57,2474.52,1,31559.83,3.96,301,Q1,5350,4022
2020-03-01,Khon Kaen,5711,0.5173,48675.31,25179.83,4.86,0.16,584,102,2293.92,1,31388.27,4.18,292,Q1,5789,3802
2020-04-01,Khon Kaen,5002,0.5158,48497.47,25519.9,4.81,0.16,601,98,2524.81,1,30712.77,3.88,309,Q2,5711,4260
2020-05-01,Khon Kaen,5061,0.5023,48329.12,25200.67,4.85,0.16,628,72,2436.96,1,31189.87,4.0,300,Q2,5002,3610
2020-06-01,Khon Kaen,5805,0.5499,47247.69,24962.06,4.85,0.16,657,65,2667.79,1,31189.85,3.89,303,Q2,5061,4008
2020-07-01,Khon Kaen,6638,0.5398,48455.25,25116.87,4.94,0.16,681,100,2597.1,1,30726.85,3.7,322,Q3,5805,4155
2020-08-01,Khon Kaen,6159,0.5638,47167.77,25505.37,4.98,0.17,705,67,2474.11,1,31436.11,3.87,294,Q3,6638,4477
2020-09-01,Khon Kaen,6348,0.5758,48687.56,24856.34,5.0,0.17,743,126,2802.71,1,31342.95,3.8,309,Q3,6159,4376
2020-10-01,Khon Kaen,5961,0.5746,48270.71,25029.14,4.99,0.17,761,67,2297.77,1,31307.77,4.14,316,Q4,6348,5016
2020-11-01,Khon Kaen,7334,0.5855,47888.02,24981.7,4.93,0.17,808,90,2533.66,1,31482.89,3.78,301,Q4,5961,5030
2020-12-01,Khon Kaen,6876,0.5924,48568.44,25323.35,4.94,0.17,828,142,2309.36,1,31248.06,3.95,309,Q4,7334,5059
2021-01-01,Khon Kaen,7185,0.614,48246.58,25026.7,4.88,0.17,863,97,1187.27,0,31443.06,4.1,306,Q1,6876,5350
2021-02-01,Khon Kaen,6530,0.5906,48374.05,25629.02,4.93,0.18,891,95,2522.71,1,31509.73,3.67,316,Q1,7185,5789
2021-03-01,Khon Kaen,7536,0.5994,48265.8,25420.92,4.94,0.17,935,104,2739.86,1,31618.44,4.03,302,Q1,6530,5711
2021-04-01,Khon Kaen,7199,0.6257,47977.25,25155.54,4.91,0.17,965,150,1191.78,0,31202.04,3.75,301,Q2,7536,5002
2021-05-01,Khon Kaen,6505,0.6069,48458.29,24670.92,4.97,0.18,991,135,1392.61,0,30446.39,3.8,310,Q2,7199,5061
2021-06-01,Khon Kaen,6326,0.6278,48329.33,25209.47,4.95,0.18,1015,123,1388.27,0,31388.03,3.53,313,Q2,6505,5805
2021-07-01,Khon Kaen,6811,0.6141,47526.42,25708.31,4.99,0.18,1046,177,1175.66,0,31559.01,3.61,314,Q3,6326,6638
2021-08-01,Khon Kaen,6287,0.6418,47748.98,25309.65,5.04,0.18,1077,184,1213.05,0,31285.05,3.81,319,Q3,6811,6159
2021-09-01,Khon Kaen,7238,0.6365,47869.12,25366.78,5.0,0.18,1120,118,1285.12,0,31315.06,3.62,297,Q3,6287,6348
2021-10-01,Khon Kaen,6272,0.6338,48141.7,25185.68,5.01,0.18,1144,102,1286.9,0,32078.07,3.56,318,Q4,7238,5961
2021-11-01,Khon Kaen,7184,0.6388,47217.16,24674.28,5.04,0.18,1174,106,1013.28,0,31675.8,3.29,317,Q4,6272,7334
2021-12-01,Khon Kaen,6522,0.6558,47668.84,25497.46,5.04,0.18,1204,140,1216.08,0,31617.37,3.71,319,Q4,7184,6876
2022-01-01,Khon Kaen,7348,0.6395,47817.88,25419.28,5.03,0.18,1229,125,872.33,0,31824.36,3.73,310,Q1,6522,7185
2022-02-01,Khon Kaen,7785,0.6594,47447.4,26057.3,4.98,0.18,1263,160,1244.62,0,31813.44,3.54,320,Q1,7348,6530
2022-03-01,Khon Kaen,8929,0.6593,47525.32,25303.57,4.99,0.18,1321,177,1189.84,0,32158.39,3.55,303,Q1,7785,7536
2022-04-01,Khon Kaen,6673,0.6679,48161.26,24983.2,5.02,0.18,1344,118,834.7,0,32035.4,3.43,324,Q2,8929,7199
2022-05-01,Khon Kaen,6630,0.6645,47934.3,24885.55,5.08,0.18,1364,198,935.33,0,31946.74,3.58,329,Q2,6673,6505
2022-06-01,Khon Kaen,7704,0.6873,47173.6,25421.16,5.06,0.18,1417,177,1308.15,0,31725.16,3.96,316,Q2,6630,6326
2022-07-01,Khon Kaen,6846,0.6661,47514.9,25408.7,5.06,0.18,1430,181,1081.67,0,31839.61,3.66,315,Q3,7704,6811
2022-08-01,Khon Kaen,6656,0.6834,47635.51,25179.9,5.08,0.18,1464,136,1104.67,0,32009.78,3.54,319,Q3,6846,6287
2022-09-01,Khon Kaen,7789,0.6659,47890.39,24984.78,5.11,0.18,1511,161,1347.23,0,32059.04,3.26,323,Q3,6656,7238
2022-10-01,Khon Kaen,7258,0.6606,47560.63,24815.32,5.09,0.18,1535,223,964.33,0,32330.3,3.46,336,Q4,7789,6272
2022-11-01,Khon Kaen,7120,0.654,48180.07,24966.88,5.1,0.18,1555,187,1082.27,0,32566.94,3.45,332,Q4,7258,7184
2022-12-01,Khon Kaen,7215,0.6817,47104.92,25564.08,5.12,0.18,1605,236,1387.84,0,32112.8,3.51,330,Q4,7120,6522
2023-01-01,Khon Kaen,6526,0.6735,47683.33,25594.3,5.15,0.18,1628,258,1176.32,0,31932.87,3.83,332,Q1,7215,7348
2023-02-01,Khon Kaen,7339,0.6967,48470.84,25868.9,5.2,0.18,1664,153,1200.17,0,31659.65,3.46,338,Q1,6526,7785
2023-03-01,Khon Kaen,7105,0.6964,46802.62,25285.98,5.22,0.18,1702,277,1238.54,0,32187.54,3.63,324,Q1,7339,8929
2023-04-01,Khon Kaen,8500,0.6799,47416.54,26219.54,5.26,0.18,1740,255,1250.69,0,32003.87,3.5,333,Q2,7105,6673
2023-05-01,Khon Kaen,7718,0.6653,47180.71,25745.99,5.3,0.19,1774,261,1214.14,0,31899.92,3.21,347,Q2,8500,6630
2023-06-01,Khon Kaen,7892,0.7053,47851.87,25534.12,5.29,0.19,1801,307,1372.9,0,31874.89,3.39,325,Q2,7718,7704
2023-07-01,Khon Kaen,6766,0.6825,47176.0,25190.75,5.33,0.19,1830,205,1364.92,0,32212.78,3.12,337,Q3,7892,6846
2023-08-01,Khon Kaen,7954,0.7092,47577.8,25529.02,5.35,0.19,1883,264,1152.34,0,32333.65,3.44,324,Q3,6766,6656
2023-09-01,Khon Kaen,6238,0.6845,47187.58,25410.75,5.34,0.19,1903,213,1092.83,0,32373.96,3.35,342,Q3,7954,7789
2023-10-01,Khon Kaen,8119,0.7008,48401.57,25156.07,5.36,0.19,1942,253,998.25,0,32098.92,3.46,346,Q4,6238,7258
2023-11-01,Khon Kaen,7521,0.7003,48100.14,25287.35,5.41,0.19,1977,306,1548.15,0,32567.57,3.1,338,Q4,8119,7120
2023-12-01,Khon Kaen,7979,0.7006,46778.23,25165.11,5.45,0.19,2011,297,1456.1,0,32184.56,3.02,332,Q4,7521,7215
2024-01-01,Khon Kaen,7180,0.7063,47460.11,25636.39,5.47,0.19,2041,212,1085.14,0,32416.76,3.18,346,Q1,7979,6526
2024-02-01,Khon Kaen,7708,0.6965,47397.7,25483.49,5.49,0.2,2090,197,1234.96,0,32258.95,3.1,343,Q1,7180,7339
2024-03-01,Khon Kaen,6912,0.6975,47781.43,25976.35,5.48,0.2,2106,232,1056.92,0,32639.63,3.05,345,Q1,7708,7105
2024-04-01,Khon Kaen,6621,0.6899,47666.62,25416.18,5.47,0.2,2135,323,1375.77,0,32982.36,3.03,331,Q2,6912,8500
2024-05-01,Khon Kaen,7954,0.6894,47217.4,25039.34,5.45,0.2,2173,369,775.15,0,32910.1,2.81,342,Q2,6621,7718
2024-06-01,Khon Kaen,8588,0.7173,46458.53,25669.66,5.5,0.2,2211,235,1308.69,0,32726.05,3.09,337,Q2,7954,7892
2024-07-01,Khon Kaen,7527,0.68,47585.76,24909.64,5.47,0.2,2246,281,1306.68,0,32044.09,2.9,342,Q3,8588,6766
2024-08-01,Khon Kaen,8650,0.6865,47888.71,25345.97,5.52,0.2,2288,289,1262.52,0,33000.2,3.08,356,Q3,7527,7954
2024-09-01,Khon Kaen,8034,0.6855,47578.77,24476.22,5.54,0.2,2322,217,978.69,0,32986.1,2.88,336,Q3,8650,6238
2024-10-01,Khon Kaen,8045,0.7063,47366.27,25766.45,5.52,0.21,2352,397,1128.52,0,32317.25,2.92,334,Q4,8034,8119
2024-11-01,Khon Kaen,7488,0.6848,47735.05,25654.79,5.54,0.21,2405,254,1228.95,0,33027.29,2.92,341,Q4,8045,7521
2024-12-01,Khon Kaen,7654,0.7099,47014.33,25603.43,5.49,0.21,2424,223,1167.52,0,32485.42,3.22,357,Q4,7488,7979
2015-01-01,Nakhon Ratchasima,1505,0.0704,49910.99,25046.55,3.42,0.12,6,1,2657.27,1,13781.77,5.15,257,Q1,8291,7853
2015-02-01,Nakhon Ratchasima,1809,0.0878,50229.16,24697.71,3.43,0.12,12,1,2596.29,1,14010.51,5.02,244,Q1,1505,7853
2015-03-01,Nakhon Ratchasima,1857,0.0961,49769.14,24986.13,3.44,0.13,15,2,2596.97,1,14799.05,4.95,245,Q1,1809,7853
2015-04-01,Nakhon Ratchasima,1837,0.0976,49433.76,25242.72,3.47,0.12,28,3,2319.1,1,13853.96,4.52,257,Q2,1857,7853
2015-05-01,Nakhon Ratchasima,2033,0.1062,49578.61,24872.34,3.46,0.13,34,5,2571.78,1,13700.36,4.84,275,Q2,1837,7853
2015-06-01,Nakhon Ratchasima,2799,0.1387,50134.53,25101.67,3.47,0.13,36,4,2692.84,1,14130.79,4.94,258,Q2,2033,7853
2015-07-01,Nakhon Ratchasima,2003,0.0965,49715.93,25064.99,3.52,0.13,41,3,2468.86,1,14558.38,4.85,239,Q3,2799,7853
2015-08-01,Nakhon Ratchasima,2239,0.119,50112.55,24848.18,3.5,0.13,51,7,2666.9,1,14154.72,4.9,254,Q3,2003,7853
2015-09-01,Nakhon Ratchasima,2598,0.1298,50082.39,24956.37,3.54,0.13,63,5,2444.63,1,14118.05,4.75,252,Q3,2239,7853
2015-10-01,Nakhon Ratchasima,2631,0.1342,50146.22,25250.53,3.55,0.13,63,6,2547.06,1,13758.83,4.94,268,Q4,2598,7853
2015-11-01,Nakhon Ratchasima,2724,0.1449,50174.79,24359.43,3.64,0.13,79,11,2331.04,1,13962.19,4.85,254,Q4,2631,7853
2015-12-01,Nakhon Ratchasima,2621,0.132,50283.07,25034.54,3.71,0.13,95,11,2459.44,1,13815.43,5.02,276,Q4,2724,7853
2016-01-01,Nakhon Ratchasima,3115,0.1629,49509.77,24840.86,3.78,0.13,104,11,2439.7,1,13927.46,4.84,262,Q1,2621,1505
2016-02-01,Nakhon Ratchasima,2485,0.1289,50077.79,25087.54,3.8,0.13,103,11,2512.83,1,13745.81,4.64,257,Q1,3115,1809
2016-03-01,Nakhon Ratchasima,3278,0.1707,49229.61,25101.19,3.81,0.14,122,11,2495.67,1,14673.65,4.81,270,Q1,2485,1857
2016-04-01,Nakhon Ratchasima,2754,0.1441,49600.95,25298.03,3.89,0.14,129,16,2474.14,1,14503.1,4.94,267,Q2,3278,1837
2016-05-01,Nakhon Ratchasima,3372,0.1778,50115.46,24953.58,3.92,0.14,140,22,2283.79,1,14170.35,4.78,262,Q2,2754,2033
2016-06-01,Nakhon Ratchasima,3421,0.1809,50745.15,25269.07,3.93,0.14,146,17,2029.22,1,14275.74,4.55,265,Q2,3372,2799
2016-07-01,Nakhon Ratchasima,3069,0.1753,50300.98,25468.41,3.98,0.14,172,20,2722.67,1,13936.48,4.88,265,Q3,3421,2003
2016-08-01,Nakhon Ratchasima,3491,0.1811,49047.18,24969.37,4.01,0.14,175,27,2405.62,1,14132.98,4.49,267,Q3,3069,2239
2016-09-01,Nakhon Ratchasima,3136,0.1748,49255.42,24888.61,4.04,0.14,182,32,2383.14,1,14255.62,4.8,268,Q3,3491,2598
2016-10-01,Nakhon Ratchasima,4068,0.2056,48514.66,25133.68,4.04,0.14,199,32,2407.25,1,14134.68,4.34,269,Q4,3136,2631
2016-11-01,Nakhon Ratchasima,4051,0.2106,50117.11,24845.79,4.1,0.14,215,29,2480.94,1,13941.86,4.46,261,Q4,4068,2724
2016-12-01,Nakhon Ratchasima,4013,0.2043,49337.71,25381.72,4.12,0.14,222,33,2565.33,1,14451.24,4.26,264,Q4,4051,2621
2017-01-01,Nakhon Ratchasima,3485,0.1937,48409.58,25048.5,4.16,0.14,238,28,2210.96,1,13970.85,4.7,268,Q1,4013,3115
2017-02-01,Nakhon Ratchasima,4006,0.2098,48970.99,25084.32,4.15,0.15,260,46,2449.98,1,14695.03,4.72,263,Q1,3485,2485
2017-03-01,Nakhon Ratchasima,4304,0.2289,49642.51,25149.36,4.22,0.14,263,40,2534.51,1,14039.69,4.49,260,Q1,4006,3278
2017-04-01,Nakhon Ratchasima,4186,0.2173,49666.11,24819.41,4.25,0.14,281,45,2424.34,1,14001.64,4.69,269,Q2,4304,2754
2017-05-01,Nakhon Ratchasima,4474,0.2298,48919.03,25027.49,4.29,0.15,293,39,2902.08,1,14344.37,4.43,276,Q2,4186,3372
2017-06-01,Nakhon Ratchasima,4817,0.2601,49150.58,25335.36,4.32,0.15,307,36,2740.01,1,14944.26,4.63,272,Q2,4474,3421
2017-07-01,Nakhon Ratchasima,4251,0.2576,49319.99,25091.17,4.3,0.15,327,52,2348.09,1,14756.98,4.45,273,Q3,4817,3069
2017-08-01,Nakhon Ratchasima,5491,0.268,49257.27,25088.49,4.37,0.15,353,46,2418.94,1,14273.47,4.42,272,Q3,4251,3491
2017-09-01,Nakhon Ratchasima,4844,0.2539,49371.58,25266.88,4.41,0.15,353,61,2581.18,1,14795.32,4.44,270,Q3,5491,3136
2017-10-01,Nakhon Ratchasima,5303,0.2796,48619.67,25412.34,4.41,0.15,381,62,2435.1,1,15197.79,4.41,283,Q4,4844,4068
2017-11-01,Nakhon Ratchasima,4839,0.2662,48860.51,25401.83,4.46,0.15,387,46,2459.1,1,15159.23,4.19,276,Q4,5303,4051
2017-12-01,Nakhon Ratchasima,5626,0.292,50824.06,25224.02,4.48,0.15,402,47,2517.24,1,14998.43,4.58,281,Q4,4839,4013
2018-01-01,Nakhon Ratchasima,5642,0.3028,49959.18,25033.24,4.5,0.15,429,45,2655.36,1,14808.77,4.43,285,Q1,5626,3485
2018-02-01,Nakhon Ratchasima,5494,0.3,48572.75,25125.02,4.48,0.15,452,38,2370.36,1,14939.07,4.34,292,Q1,5642,4006
2018-03-01,Nakhon Ratchasima,5532,0.2864,49522.19,25140.5,4.47,0.15,458,66,2857.52,1,14577.54,4.62,284,Q1,5494,4304
2018-04-01,Nakhon Ratchasima,6710,0.3421,49212.42,24515.1,4.44,0.15,497,43,2624.72,1,14865.97,4.14,298,Q2,5532,4186
2018-05-01,Nakhon Ratchasima,6003,0.3289,50349.16,25172.62,4.44,0.15,514,88,2582.68,1,14607.58,4.27,289,Q2,6710,4474
2018-06-01,Nakhon Ratchasima,6369,0.3276,48040.04,25558.0,4.47,0.15,531,88,2475.99,1,14581.67,4.33,283,Q2,6003,4817
2018-07-01,Nakhon Ratchasima,6808,0.3588,49306.24,25414.41,4.5,0.15,547,93,2449.26,1,15033.12,4.3,287,Q3,6369,4251
2018-08-01,Nakhon Ratchasima,7632,0.3807,48814.55,25129.7,4.53,0.15,577,82,2273.92,1,14515.83,4.35,292,Q3,6808,5491
2018-09-01,Nakhon Ratchasima,7766,0.3728,48454.78,24940.71,4.53,0.16,607,73,2588.38,1,14349.64,4.32,291,Q3,7632,4844
2018-10-01,Nakhon Ratchasima,7258,0.3821,49081.24,24762.94,4.5,0.16,630,105,2472.36,1,14649.25,4.05,280,Q4,7766,5303
2018-11-01,Nakhon Ratchasima,7541,0.3814,49003.17,25142.79,4.56,0.16,648,88,2375.8,1,14940.09,4.02,277,Q4,7258,4839
2018-12-01,Nakhon Ratchasima,7570,0.3925,49237.59,25265.93,4.53,0.16,686,120,2535.08,1,15088.66,4.31,288,Q4,7541,5626
2019-01-01,Nakhon Ratchasima,7734,0.3711,47947.02,24931.87,4.55,0.16,712,99,2622.56,1,14448.07,4.1,285,Q1,7570,5642
2019-02-01,Nakhon Ratchasima,7749,0.4058,48994.98,25061.27,4.51,0.16,741,81,2385.05,1,14743.68,4.09,297,Q1,7734,5494
2019-03-01,Nakhon Ratchasima,7786,0.4118,48847.48,25117.76,4.55,0.16,766,75,2315.68,1,14718.61,4.43,302,Q1,7749,5532
2019-04-01,Nakhon Ratchasima,8779,0.4227,48225.85,25208.4,4.56,0.16,783,81,2651.1,1,14802.49,4.02,305,Q2,7786,6710
2019-05-01,Nakhon Ratchasima,7525,0.4039,48147.61,25426.58,4.57,0.16,820,96,2597.44,1,14604.84,3.9,293,Q2,8779,6003
2019-06-01,Nakhon Ratchasima,7943,0.4288,49035.72,24352.33,4.64,0.16,841,140,2451.74,1,14813.88,4.4,284,Q2,7525,6369
2019-07-01,Nakhon Ratchasima,9317,0.4481,48157.68,25306.34,4.63,0.17,867,73,2744.67,1,14617.8,4.2,290,Q3,7943,6808
2019-08-01,Nakhon Ratchasima,9307,0.4657,47527.95,24931.06,4.73,0.17,911,91,2657.23,1,14600.33,3.99,301,Q3,9317,7632
2019-09-01,Nakhon Ratchasima,8832,0.461,48839.81,25010.31,4.75,0.17,939,149,2655.04,1,14709.46,4.04,295,Q3,9307,7766
2019-10-01,Nakhon Ratchasima,8287,0.4449,48223.88,25061.58,4.75,0.17,958,112,2572.01,1,15294.89,4.24,303,Q4,8832,7258
2019-11-01,Nakhon Ratchasima,9575,0.4863,48873.06,25048.76,4.73,0.17,992,174,2558.54,1,14673.78,3.96,298,Q4,8287,7541
2019-12-01,Nakhon Ratchasima,8490,0.4777,48086.39,25161.37,4.7,0.17,1023,173,2447.13,1,15552.58,4.0,308,Q4,9575,7570
2020-01-01,Nakhon Ratchasima,9315,0.4903,48604.25,24443.66,4.72,0.17,1055,114,2764.97,1,15066.37,4.04,298,Q1,8490,7734
2020-02-01,Nakhon Ratchasima,9503,0.4912,48320.5,24892.27,4.74,0.17,1092,128,2526.09,1,14750.79,3.74,306,Q1,9315,7749
2020-03-01,Nakhon Ratchasima,9703,0.5021,47379.28,24945.12,4.76,0.17,1108,146,2452.4,1,14991.99,4.09,297,Q1,9503,7786
2020-04-01,Nakhon Ratchasima,9749,0.4872,48269.39,25202.85,4.72,0.18,1151,168,2286.8,1,15490.09,3.57,296,Q2,9703,8779
2020-05-01,Nakhon Ratchasima,9673,0.5152,48316.59,25156.4,4.71,0.17,1185,180,2246.99,1,15252.66,4.02,300,Q2,9749,7525
2020-06-01,Nakhon Ratchasima,10039,0.4979,48103.57,25055.58,4.77,0.18,1214,177,2333.15,1,14642.23,4.11,295,Q2,9673,7943
2020-07-01,Nakhon Ratchasima,10247,0.5155,47964.79,25508.01,4.8,0.18,1240,159,2619.09,1,14917.74,3.86,303,Q3,10039,9317
2020-08-01,Nakhon Ratchasima,10982,0.5366,47705.59,25526.33,4.84,0.18,1286,198,2845.89,1,14600.91,4.0,319,Q3,10247,9307
2020-09-01,Nakhon Ratchasima,10091,0.542,47956.63,25285.49,4.89,0.18,1328,219,2663.69,1,15017.35,3.96,305,Q3,10982,8832
2020-10-01,Nakhon Ratchasima,10149,0.5478,49511.98,25251.71,4.87,0.18,1354,237,2630.73,1,15147.02,3.68,319,Q4,10091,8287
2020-11-01,Nakhon Ratchasima,11379,0.5461,48350.87,25334.11,4.89,0.18,1397,176,2328.83,1,15127.84,4.02,307,Q4,10149,9575
2020-12-01,Nakhon Ratchasima,11021,0.5566,48511.99,25251.28,4.91,0.18,1437,215,2530.72,1,15199.76,4.03,302,Q4,11379,8490
2021-01-01,Nakhon Ratchasima,10328,0.5508,48035.81,25512.32,4.94,0.18,1465,142,2644.27,1,15337.39,3.82,293,Q1,11021,9315
2021-02-01,Nakhon Ratchasima,9944,0.5629,48538.67,25162.04,4.96,0.18,1502,161,2531.07,1,15033.39,4.01,299,Q1,10328,9503
2021-03-01,Nakhon Ratchasima,10754,0.5807,48592.42,25800.37,4.96,0.18,1532,195,2671.23,1,14801.94,3.85,318,Q1,9944,9703
2021-04-01,Nakhon Ratchasima,11295,0.575,47728.79,25236.85,4.97,0.18,1573,229,2321.87,1,15307.0,3.74,309,Q2,10754,9749
2021-05-01,Nakhon Ratchasima,11491,0.5769,48489.91,25077.47,5.04,0.18,1613,189,2616.4,1,15301.75,3.57,296,Q2,11295,9673
2021-06-01,Nakhon Ratchasima,11245,0.5849,47481.09,25389.26,5.11,0.18,1643,279,2601.89,1,14948.44,3.4,311,Q2,11491,10039
2021-07-01,Nakhon Ratchasima,10990,0.5813,47142.18,25040.77,5.16,0.18,1691,178,2640.64,1,15028.32,3.59,324,Q3,11245,10247
2021-08-01,Nakhon Ratchasima,10900,0.589,47291.55,25255.13,5.18,0.19,1722,233,2546.93,1,15209.36,3.64,316,Q3,10990,10982
2021-09-01,Nakhon Ratchasima,11643,0.5953,48671.36,25279.55,5.18,0.19,1754,247,2439.78,1,15061.38,3.53,319,Q3,10900,10091
2021-10-01,Nakhon Ratchasima,11624,0.5915,46948.14,25655.33,5.16,0.19,1801,309,2394.0,1,15433.67,3.64,315,Q4,11643,10149
2021-11-01,Nakhon Ratchasima,11491,0.5932,48010.73,25055.16,5.2,0.19,1834,225,2392.13,1,15202.71,3.85,314,Q4,11624,11379
2021-12-01,Nakhon Ratchasima,11816,0.6123,47602.22,25625.13,5.21,0.19,1879,268,1206.68,0,14836.12,3.78,320,Q4,11491,11021
2022-01-01,Nakhon Ratchasima,10753,0.6051,47733.48,25127.23,5.19,0.19,1910,243,1006.0,0,14844.21,3.63,329,Q1,11816,10328
2022-02-01,Nakhon Ratchasima,11973,0.6147,48213.05,25460.57,5.2,0.19,1949,215,1031.52,0,15887.8,3.66,323,Q1,10753,9944
2022-03-01,Nakhon Ratchasima,11324,0.6213,47957.08,24922.01,5.23,0.19,1988,215,1381.37,0,15407.56,3.45,329,Q1,11973,10754
